TIPO DE PRODUCTO:,Gravámenes Vigentes,Ad / Valorem,Impuesto Selectivo al Consumo,Impuesto General a las Ventas,Impuesto de Promoción Municipal,Derecho Específicos,Derecho Antidumping,Seguro,Sobretasa Tributo,Unidad de Medida:,Sobretasa Sanción,hs_code
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002141000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002149000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002151000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002159000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002411000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002412000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002413000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002414000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002419000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002421000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002429000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002491000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002492000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002493000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002499000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002510000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002590000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002909000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004101000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004201100
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004201900
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004310000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004321100
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004321900
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004391100
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004391900
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,KG,N.A.,3004411000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,KG,N.A.,3004421000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,KG,N.A.,3004431000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,KG,N.A.,3004491000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004501000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8807200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8807300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8807900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903190000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903220000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903230000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903310000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903320000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903330000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903931000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903939000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8903990000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9005900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006531010
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006531090
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006539010
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9006539090
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9006591010
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9006591090
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9006599010
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006599020
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9006599090
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006910000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9006990000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9007910000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9007920000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9008900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9010900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9011900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9012900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9013900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9014900000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9015900000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,1211200010
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3824999951
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2939791000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,1008909900
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,M2,N.A.,6005350000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3002122100
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,7228401000
  DS.342-2016-EF-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,307820000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,1502109090
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3824999800
  DS.342-2016-EF-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,304470000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,3808919700
  DS.342-2016-EF 16.12.2016,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,305539000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,5402590000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2903899000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,1211400000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3907699000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2914710000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.5%,0%,(*),N.A.,4406120000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4418790000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8701940000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004600000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004901000
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004902100
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004902200
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004902300
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004902400
  DS.003-2023-SA-24.02.2023-DS.051-2020-EF-DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3004902900
  ARANCEL DE ADUANAS 2022,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,KG,N.A.,3006930000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3204180000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3204190000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3206492000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3206493000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,KG,N.A.,3206494000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,KG,N.A.,3206499000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402310000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402391000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402399000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402411000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402419000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402421000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402429000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402491000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402499000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,3402500000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3602002010
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,3602002090
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603300000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603400000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603500000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,3603600000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,KG,N.A.,3808591100
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,KG,N.A.,3808591900
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,3808599011
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9017900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018130000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018140000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018190000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018410000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018499000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018500000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,U,N.A.,9018901000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9018909000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9019100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9019200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9020000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.75%,0%,KG,N.A.,9021101010
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2.75%,0%,(*),N.A.,9021101090
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.75%,0%,KG,N.A.,9021102010
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2.75%,0%,KG,N.A.,9021102090
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2.75%,0%,KG,N.A.,9021290010
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,2.75%,0%,KG,N.A.,9021290090
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9021900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,U,N.A.,9022210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,U,N.A.,9022290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,9022900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9023009000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9024900000
  DS.003-2023-SA-24.02.2023-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025111000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025119000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025191100
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025191200
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025191900
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025199000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,9025803000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,3812399000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3824999911
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2914790000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,4418750000
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3824999930
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,2904310000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,3907611000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,1008902100
  DS.342-2016-EF-DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,2920220000
  DS.342-2016-EF-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,304880000
  LEY 30404 30.12.2015-LEY 29966 18.12.12-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,KG,N.A.,307490000
  DS.342-2016-EF-FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,6%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,1502101010
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,U,N.A.,4011700000
  DS.342-2016-EF-DS.279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805210000
  LEY 30404 30.12.2015-LEY 29966 18.12.12-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,307291000
  DS.342-2016-EF-DS.279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,805299000
  LEY 30404 30.12.2015-LEY 29966 18.12.12-LEY 29546 30.06.2010,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,KG,N.A.,304930000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8528420000
  DS.342-2016-EF-LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5704200000
